                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.5387,                 1.7646,                 1.7982,                0.25701,                0.19006,                0.14409,                0.03315,                 2.8591,                 3.1122,                 3.0611,               0.000614,               0.000614,               0.000614
                     37,                 1.5359,                 1.7411,                 1.8347,                0.32937,                0.19006,                0.16529,                0.04254,                 2.8069,                 3.5931,                 3.1025,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.5983,                 1.7907,                 1.8667,                0.05872,                0.10526,                0.03075,                0.00702,                   3.41,                 4.0628,                 3.6262,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.5639,                 1.7692,                 1.8317,                0.01129,                0.07895,                0.00497,                0.00098,                 4.3262,                  4.123,                 4.9255,              0.0004952,              0.0004952,              0.0004952
                     40,                   1.57,                 1.7627,                 1.8454,                0.26209,                0.17544,                0.11973,                0.02492,                  3.045,                 3.3701,                 3.2519,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.3462,                 1.7478,                 1.8314,                0.55321,                0.48538,                0.42999,                0.21927,                 1.7046,                  2.876,                 2.0674,               0.000416,               0.000416,               0.000416
                     42,                 1.2639,                 1.6551,                 1.7434,                 0.3851,                0.21053,                0.14664,                0.02428,                 3.6702,                 3.5059,                  4.993,              0.0003764,              0.0003764,              0.0003764
                     43,                  1.281,                 1.6486,                 1.7709,                0.16488,                0.12573,                0.04398,                0.00607,                  4.192,                 4.3483,                 6.5647,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.2501,                 1.6333,                 1.7799,                0.29619,                0.21053,                0.11867,                0.02115,                 3.7618,                 3.9889,                 5.5945,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.2279,                 1.6323,                 1.7309,                0.18627,                0.15497,                0.06507,                0.01112,                 3.9327,                 4.4093,                 5.9186,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.2126,                 1.5846,                 1.6963,                0.15791,                0.16082,                0.05616,                0.00949,                 3.8801,                 4.2838,                 5.4737,               0.000218,               0.000218,               0.000218
                     47,                 1.1691,                  1.557,                 1.6884,                0.17574,                0.18129,                0.06267,                0.01057,                 3.8038,                 4.2736,                 5.2913,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.2089,                 1.5683,                 1.7092,                0.19833,                0.13743,                0.06532,                 0.0104,                 3.8726,                 4.4568,                 5.3851,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1439,                 1.5237,                 1.6543,                0.16834,                0.13158,                0.05206,                 0.0086,                 3.9391,                 4.3719,                 5.4736,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.1588,                 1.5289,                 1.6455,                0.16082,                0.11696,                0.04242,                0.00712,                  4.001,                 4.3507,                 5.7022,               5.96e-05,               5.96e-05,               5.96e-05
